case_id,total_parcels,total_landowners,total_land_area,missing_doc_pct,survey_completed_pct,ownership_disputes_count,court_cases_count,pending_approvals_count,compensation_progress_pct,bank_verification_pct,open_grievances_count,avg_dept_response_days,environmental_clearance,rehabilitation_required,district_delay_rate,overdue_tasks_count,days_remaining,delay_probability,delayed_binary,delayed_days,risk_level
600,9,9,19.93,7.0,76.4,1,0,4,23.8,10.7,0,4.2,1,0,27.8,0,250,0.735,1,146,High
601,14,14,39.94,11.4,90.5,0,1,3,67.6,24.1,0,16.6,1,0,30.1,0,47,0.627,1,95,Medium
602,1,1,1.08,31.9,91.9,0,0,1,13.8,20.5,1,8.5,1,1,25.3,0,196,0.647,1,97,Medium
603,19,57,15.49,27.3,44.2,2,0,1,44.1,43.1,2,12.0,1,0,34.2,0,273,0.805,1,172,High
604,13,13,42.65,10.0,41.6,0,0,2,82.7,95.6,0,3.0,1,1,36.0,0,190,0.526,1,76,Medium
605,13,13,41.27,5.1,61.3,0,0,2,36.6,47.9,3,32.9,0,0,38.2,0,160,0.658,1,96,Medium
606,4,4,9.28,15.4,72.6,0,0,3,93.8,86.5,1,5.9,0,0,21.4,0,145,0.553,1,77,Medium
607,1,1,2.61,69.2,22.2,2,0,1,96.0,83.6,2,13.6,1,0,27.7,0,107,0.849,1,188,High
608,17,51,39.73,14.0,86.4,0,0,1,83.4,71.6,0,6.8,1,0,48.3,1,147,0.358,0,6,Low
609,8,8,7.11,14.4,72.5,4,0,1,98.9,100.0,0,21.8,1,1,48.4,0,23,0.863,1,241,High
610,2,6,4.08,43.9,76.8,0,1,1,57.8,55.5,1,18.7,1,1,31.6,0,218,0.716,1,125,High
611,8,16,11.64,8.7,70.6,0,0,2,61.2,57.1,2,20.0,1,0,36.1,1,30,0.52,1,70,Medium
612,7,21,8.15,20.8,99.1,0,0,2,85.3,89.7,3,15.2,1,1,26.4,0,87,0.501,1,84,Medium
613,2,6,8.68,32.4,91.9,1,0,1,54.4,30.6,1,17.5,1,0,48.8,2,192,0.564,1,137,Medium
614,3,3,9.05,32.0,63.8,0,0,0,46.6,40.6,0,8.3,1,0,53.5,0,260,0.425,0,0,Medium
615,18,36,62.93,53.7,83.7,1,0,4,65.3,52.5,0,23.0,1,0,30.2,3,199,0.945,1,220,High
616,12,24,23.6,34.3,69.1,0,0,0,69.2,53.2,3,10.5,1,0,47.4,0,71,0.295,0,24,Low
617,1,2,2.25,47.5,78.8,0,1,0,77.6,73.7,0,6.1,1,0,32.3,0,100,0.579,1,83,Medium
618,12,24,20.12,10.5,61.1,2,0,1,70.1,70.8,1,10.5,0,0,20.1,1,31,0.865,1,172,High
619,5,15,5.79,15.3,81.5,1,2,0,77.1,58.3,1,9.3,1,1,41.0,0,205,0.949,1,171,High
620,17,34,24.86,30.4,68.9,0,0,0,70.7,65.2,0,11.1,1,1,34.4,1,209,0.489,1,74,Medium
621,16,48,60.01,33.0,88.1,1,1,0,53.2,54.4,0,6.0,1,1,46.5,0,19,0.792,1,122,High
622,15,45,49.6,42.2,42.8,1,0,0,22.1,28.9,3,18.1,0,0,46.2,0,189,0.809,1,138,High
623,15,45,42.35,14.6,90.4,0,0,1,80.7,76.6,2,7.0,1,0,53.1,2,146,0.403,0,0,Medium
624,5,10,12.79,19.0,31.3,0,0,0,12.8,17.8,2,13.3,0,1,35.3,0,102,0.769,1,123,High
625,14,14,58.98,58.7,45.2,0,0,1,99.3,94.0,0,14.9,0,0,36.9,0,197,0.6,1,100,Medium
626,2,2,2.14,16.4,62.1,0,1,0,84.6,100.0,0,14.5,1,1,34.0,0,124,0.561,1,89,Medium
627,11,22,20.22,36.0,86.7,1,1,2,70.4,78.6,5,15.2,1,0,30.4,1,80,0.768,1,156,High
628,19,19,39.8,31.6,88.9,0,0,0,97.0,86.9,0,5.9,1,0,42.3,0,114,0.166,0,3,Low
629,7,7,25.86,15.3,65.5,0,0,0,65.1,57.7,1,16.5,0,1,49.0,1,242,0.668,1,135,Medium
630,6,18,26.83,10.4,55.3,0,0,0,15.1,21.0,0,5.1,1,1,25.5,0,246,0.56,1,77,Medium
631,2,6,3.38,10.9,59.8,3,0,1,60.3,52.4,1,3.9,1,0,54.4,4,249,0.98,1,280,High
632,6,12,24.21,32.1,92.8,1,0,1,34.9,5.9,0,11.6,1,1,43.9,1,278,0.773,1,158,High
633,18,36,69.72,18.8,95.3,0,0,1,43.3,47.7,3,8.8,1,0,47.3,0,50,0.349,0,4,Low
634,2,2,3.26,18.7,38.6,0,0,3,51.4,45.7,4,15.9,1,0,55.0,1,282,0.744,1,131,High
635,18,54,41.0,13.3,69.8,0,0,3,79.7,89.9,0,22.8,0,0,37.6,2,170,0.697,1,130,Medium
636,15,30,34.74,55.3,36.5,1,0,1,55.3,55.9,0,16.5,1,0,22.5,1,16,0.718,1,148,High
637,19,38,83.97,36.3,66.0,0,0,0,52.7,62.4,1,6.3,1,0,47.7,0,92,0.47,1,66,Medium
638,2,4,2.94,32.2,49.5,3,0,1,37.2,75.0,0,6.8,1,1,50.5,0,161,0.98,1,204,High
639,6,12,22.54,19.4,94.2,0,0,0,58.6,77.8,5,6.5,1,0,25.7,0,194,0.156,0,0,Low
640,1,2,2.04,24.6,72.1,1,1,1,32.4,27.1,0,16.9,1,0,20.8,0,74,0.757,1,142,High
641,15,30,52.56,51.1,71.9,1,0,0,33.5,39.8,0,10.9,1,1,24.8,1,239,0.752,1,131,High
642,10,10,23.54,40.6,65.0,2,0,2,78.2,80.0,1,13.9,1,0,31.3,1,277,0.817,1,146,High
643,19,57,55.86,54.4,70.1,0,1,3,40.8,44.8,2,5.3,1,0,52.3,0,199,0.874,1,137,High
644,17,51,65.97,26.5,66.6,1,0,1,14.6,0.0,1,13.9,1,0,20.1,1,286,0.835,1,160,High
645,5,10,18.88,20.3,53.2,0,0,1,40.9,56.7,0,8.8,1,0,48.1,0,129,0.44,0,11,Medium
646,4,12,16.02,58.1,77.6,0,0,1,67.5,32.9,0,26.9,1,0,49.9,0,52,0.517,1,85,Medium
647,10,30,10.21,19.9,68.6,2,0,0,83.3,83.0,0,5.3,1,0,48.4,1,270,0.571,1,146,Medium
648,17,51,57.13,26.1,51.9,3,0,3,96.6,70.3,0,4.5,0,0,22.9,2,248,0.98,1,237,High
649,10,20,13.18,24.2,75.9,1,0,1,77.2,66.6,2,9.9,1,1,43.8,1,257,0.732,1,163,High
650,17,34,39.75,45.7,86.1,0,0,0,48.6,51.7,0,9.5,1,1,53.4,2,172,0.501,1,96,Medium
651,5,15,14.15,34.8,68.0,2,0,2,36.9,49.9,0,22.2,1,0,24.2,0,226,0.764,1,176,High
652,2,6,4.58,26.4,47.2,0,0,0,21.7,37.0,2,24.9,1,0,21.1,0,75,0.511,1,88,Medium
653,6,12,16.34,50.8,62.7,0,1,0,66.5,63.6,0,8.3,0,0,50.6,1,147,0.859,1,144,High
654,2,2,8.97,13.0,87.5,1,0,1,55.9,70.8,3,32.1,1,0,42.6,0,123,0.456,1,98,Medium
655,13,39,16.9,58.2,86.0,0,0,1,71.0,70.1,1,10.6,0,1,42.6,1,298,0.786,1,136,High
656,11,11,36.29,64.1,62.7,3,0,1,31.3,20.6,0,6.6,1,0,53.8,0,152,0.98,1,233,High
657,11,33,24.92,22.9,93.5,0,0,1,39.1,44.7,3,8.7,1,1,46.9,1,132,0.588,1,101,Medium
658,16,16,20.67,27.2,82.5,0,1,0,36.3,22.5,1,16.1,0,0,33.9,1,139,0.855,1,161,High
659,11,11,15.26,12.6,69.7,1,1,1,81.8,79.8,1,14.8,1,0,35.3,2,194,0.767,1,157,High
660,19,19,81.93,50.1,62.5,1,0,0,25.4,18.2,3,25.4,1,0,25.1,2,236,0.751,1,174,High
661,15,30,60.82,60.4,47.1,0,1,4,64.8,41.5,3,4.3,0,0,30.6,0,174,0.98,1,160,High
662,16,16,66.5,24.2,60.7,0,0,0,14.6,19.5,0,8.8,1,0,35.6,0,218,0.518,1,90,Medium
663,11,11,49.16,43.2,86.4,1,0,0,59.5,61.7,0,40.8,1,1,29.1,2,59,0.636,1,157,Medium
664,16,16,25.13,30.0,61.7,0,0,3,15.8,33.1,0,7.2,0,0,52.1,0,30,0.845,1,131,High
665,8,24,16.92,15.9,88.7,0,0,4,25.8,0.0,2,20.6,1,0,20.4,1,104,0.637,1,93,Medium
666,4,4,13.1,24.7,65.3,1,0,2,20.2,9.5,3,2.0,1,0,40.5,0,119,0.719,1,119,High
667,8,24,20.72,29.3,40.9,0,0,0,41.2,58.1,0,7.1,1,0,47.0,1,159,0.476,1,66,Medium
668,4,4,9.39,52.0,86.5,4,0,1,40.9,48.8,0,14.6,1,0,45.6,0,126,0.771,1,200,High
669,3,3,6.37,59.2,89.0,1,3,1,84.4,95.3,2,14.9,1,1,42.5,2,229,0.98,1,220,High
670,3,6,8.99,41.7,66.3,4,0,2,30.3,52.1,0,13.5,0,1,34.4,0,192,0.98,1,227,High
671,18,54,52.73,9.2,68.9,0,0,0,17.8,6.3,0,14.4,0,0,52.1,0,35,0.648,1,98,Medium
672,19,19,26.55,51.8,46.4,4,0,0,64.3,51.3,0,20.3,1,0,31.5,0,240,0.87,1,212,High
673,19,57,48.36,57.4,78.8,0,0,1,71.9,84.7,0,10.9,0,1,46.3,1,60,0.721,1,133,High
674,5,15,14.24,10.3,76.4,0,2,0,36.5,46.0,4,24.9,1,0,52.4,3,71,0.844,1,182,High
675,18,36,52.38,10.1,27.3,0,1,1,64.3,62.4,4,11.7,1,0,24.5,0,275,0.613,1,93,Medium
676,10,20,15.77,35.5,62.8,0,0,2,79.8,77.5,0,11.0,0,0,53.1,0,66,0.691,1,98,Medium
677,6,12,21.28,51.1,68.1,0,0,1,41.3,26.7,4,3.3,1,0,47.2,0,145,0.53,1,92,Medium
678,1,2,0.89,44.4,47.0,0,0,1,57.3,81.0,0,22.3,1,0,41.6,1,67,0.632,1,129,Medium
679,5,10,10.56,11.3,59.7,0,0,2,23.2,53.6,2,4.0,1,0,33.1,4,97,0.73,1,186,High
680,9,18,33.18,28.6,69.9,0,0,0,12.1,28.9,0,19.1,1,0,51.6,0,32,0.5,1,66,Medium
681,12,24,34.64,19.5,91.1,1,0,0,98.3,100.0,2,16.3,1,1,21.5,2,157,0.509,1,104,Medium
682,14,28,24.73,12.1,83.7,0,0,1,37.0,45.8,0,24.4,0,0,35.1,0,42,0.628,1,97,Medium
683,2,2,6.74,28.3,77.5,1,0,0,35.1,40.1,0,3.2,1,0,46.5,0,127,0.572,1,128,Medium
684,17,51,49.29,56.9,43.6,1,0,0,97.6,71.2,3,27.7,1,1,48.4,0,130,0.658,1,101,Medium
685,14,28,52.45,39.5,73.8,2,0,0,75.5,68.4,0,8.7,1,0,27.1,3,265,0.724,1,195,High
686,13,26,45.75,5.1,83.0,0,0,3,62.7,75.0,5,7.5,1,0,21.7,2,127,0.556,1,138,Medium
687,9,27,27.52,6.8,34.4,4,1,3,72.9,60.2,0,5.4,0,1,48.1,0,108,0.98,1,248,High
688,15,15,39.09,25.2,42.1,1,0,1,73.9,76.2,0,10.1,1,0,34.8,3,15,0.724,1,183,High
689,15,45,19.39,32.8,95.1,4,0,0,78.7,96.1,3,13.2,1,1,25.0,0,197,0.661,1,171,Medium
690,11,33,19.44,35.4,43.7,0,0,0,16.0,33.6,1,15.1,0,1,23.0,0,163,0.746,1,137,High
691,16,32,37.61,28.0,91.5,1,3,0,47.2,61.3,0,8.1,0,1,42.4,1,70,0.98,1,189,High
692,17,51,51.3,7.4,77.0,2,0,0,36.6,40.9,0,7.3,1,0,40.4,4,84,0.833,1,206,High
693,4,12,10.8,2.0,80.3,0,0,0,16.4,28.4,1,28.9,1,1,49.9,0,159,0.438,0,8,Medium
694,1,2,1.87,9.5,84.2,1,0,1,47.1,43.5,0,13.5,1,0,21.1,2,92,0.601,1,133,Medium
695,8,16,6.59,21.8,82.3,2,0,1,65.5,91.0,1,15.4,1,0,50.4,2,149,0.706,1,221,High
696,17,34,44.81,61.5,87.6,1,0,0,26.1,2.2,1,19.1,1,0,51.1,0,93,0.666,1,124,Medium
697,3,6,5.57,23.8,68.7,0,3,2,37.5,38.5,1,14.4,1,1,35.6,0,262,0.98,1,161,High
698,15,45,52.77,7.2,68.6,1,2,2,67.5,60.4,4,7.8,1,0,22.7,0,190,0.922,1,168,High
699,15,45,13.33,45.8,60.6,0,0,1,62.1,72.3,1,5.3,1,1,53.1,1,24,0.614,1,110,Medium
700,14,14,41.49,45.9,49.9,2,2,0,88.2,83.1,0,16.8,1,0,22.5,1,235,0.98,1,221,High
701,14,14,59.97,20.8,78.0,0,0,3,81.2,100.0,0,15.7,1,1,40.7,0,141,0.565,1,92,Medium
702,2,6,2.89,26.5,83.6,0,0,1,96.9,100.0,1,14.9,1,1,37.3,0,55,0.425,0,1,Medium
703,13,13,33.09,19.4,80.0,0,0,0,63.7,48.7,0,11.8,0,0,49.2,1,204,0.556,1,91,Medium
704,14,42,15.94,23.6,85.2,1,0,1,72.9,32.9,0,11.5,0,1,37.6,1,121,0.911,1,179,High
705,19,19,59.19,59.5,79.2,4,2,1,87.4,70.3,2,5.7,1,0,36.4,1,178,0.98,1,237,High
706,7,14,19.86,21.0,87.1,0,0,1,85.6,94.0,2,2.9,0,1,50.8,0,192,0.59,1,99,Medium
707,3,3,6.92,11.5,50.2,0,1,1,74.7,70.8,1,19.8,1,1,53.7,0,96,0.686,1,113,Medium
708,15,30,40.94,28.2,72.3,0,1,1,55.0,46.4,1,26.4,0,0,39.2,0,19,0.825,1,134,High
709,14,28,57.64,25.2,81.4,2,0,1,34.6,23.7,0,16.1,1,0,35.9,1,188,0.797,1,197,High
710,11,22,16.79,12.9,77.2,0,0,1,88.9,100.0,1,4.9,1,0,49.1,1,281,0.432,0,6,Medium
711,15,30,13.25,8.6,78.4,0,0,0,79.9,74.9,2,11.7,1,0,49.1,1,132,0.317,0,4,Low
712,13,13,51.85,46.0,37.8,1,0,0,85.4,78.9,2,6.8,1,0,31.2,0,214,0.589,1,126,Medium
713,18,54,52.84,24.8,84.5,0,0,0,22.7,37.6,0,9.5,1,0,40.2,1,31,0.449,0,8,Medium
714,6,12,24.57,17.2,93.2,0,0,1,38.3,61.7,2,5.7,0,0,25.4,2,89,0.643,1,129,Medium
715,3,3,9.03,33.2,65.0,0,0,0,48.2,31.5,1,12.5,1,0,42.2,1,135,0.465,1,72,Medium
716,19,38,72.15,67.2,58.3,2,1,1,85.5,100.0,0,18.5,1,1,49.2,2,296,0.98,1,243,High
717,15,15,35.85,27.8,64.1,3,0,0,90.4,88.7,0,14.7,0,0,26.6,0,53,0.727,1,183,High
718,5,5,17.87,20.3,67.3,1,0,1,35.6,49.4,2,8.8,1,0,31.3,0,209,0.573,1,106,Medium
719,10,10,41.78,28.0,72.1,0,1,2,71.8,81.6,1,13.2,1,0,35.7,0,167,0.593,1,98,Medium
720,7,21,20.42,26.7,69.5,0,0,0,17.0,17.3,2,3.7,1,0,49.6,1,259,0.607,1,113,Medium
721,17,17,24.97,37.9,62.8,0,0,1,46.9,47.8,0,18.1,1,1,45.6,0,130,0.576,1,91,Medium
722,7,7,12.56,41.5,86.6,1,1,3,53.8,63.8,0,16.3,0,0,31.1,0,55,0.98,1,187,High
723,12,36,18.42,12.2,91.6,1,2,0,78.9,62.5,0,14.5,1,0,28.5,1,118,0.76,1,138,High
724,17,51,29.13,61.4,89.2,2,1,3,90.3,73.2,1,22.6,1,0,44.3,1,262,0.98,1,222,High
725,13,13,25.14,33.5,79.6,0,0,1,40.4,71.6,1,14.2,1,0,36.8,0,186,0.423,0,0,Medium
726,4,12,11.42,41.4,65.2,1,0,1,57.5,75.0,2,9.3,0,0,40.8,4,280,0.943,1,217,High
727,10,20,29.76,45.6,70.6,1,0,0,68.3,83.2,1,9.0,1,0,42.7,1,163,0.653,1,115,Medium
728,3,6,7.13,18.4,76.8,0,2,1,39.6,37.3,5,9.6,1,0,39.6,0,217,0.808,1,134,High
729,9,27,27.69,44.1,49.6,1,0,1,98.7,74.1,0,14.5,1,0,41.5,3,39,0.759,1,198,High
730,13,39,14.32,13.3,94.9,3,0,1,88.8,80.8,0,6.5,0,1,51.1,0,292,0.908,1,194,High
731,18,18,20.25,5.8,81.0,2,1,2,36.7,42.9,0,7.3,1,0,50.4,1,25,0.945,1,189,High
732,15,45,21.54,16.1,64.0,1,2,1,55.7,73.0,1,5.3,1,0,25.2,2,275,0.97,1,182,High
733,4,4,10.87,10.7,30.1,0,0,0,30.8,37.2,0,6.3,1,0,40.5,0,20,0.435,0,2,Medium
734,15,30,23.88,18.9,73.7,2,0,0,56.3,63.1,1,10.8,1,1,35.4,1,239,0.717,1,168,High
735,2,6,3.7,42.8,50.7,1,0,0,71.5,68.9,0,28.5,1,1,30.0,2,286,0.755,1,186,High
736,15,15,34.22,27.0,58.9,0,1,2,17.7,27.4,0,5.2,1,0,42.1,0,262,0.792,1,93,High
737,8,8,30.43,3.2,70.3,0,0,0,88.3,74.7,1,21.8,1,1,37.9,0,60,0.341,0,2,Low
738,8,16,6.81,56.8,83.4,0,0,0,63.4,65.3,0,7.6,1,1,47.1,0,28,0.521,1,96,Medium
739,17,51,54.45,21.1,84.5,0,0,0,99.1,95.7,2,20.5,1,0,23.3,0,38,0.204,0,7,Low
740,12,24,39.3,25.7,76.1,1,1,2,12.3,34.0,2,9.5,1,1,30.6,0,268,0.98,1,185,High
741,19,19,71.35,42.5,71.2,0,0,1,84.8,42.0,0,13.8,1,0,20.9,0,276,0.407,0,2,Medium
742,10,10,42.51,70.5,64.1,0,0,4,81.3,79.0,2,14.1,1,0,46.1,2,261,0.78,1,143,High
743,9,27,7.87,19.6,78.4,0,0,1,22.0,25.7,1,10.3,1,0,51.9,1,291,0.57,1,106,Medium
744,5,5,6.84,55.2,84.2,0,0,2,40.2,12.4,1,10.1,1,0,40.6,0,126,0.5,1,72,Medium
745,6,18,24.47,19.2,48.6,0,2,0,89.6,100.0,0,25.8,1,1,41.6,3,215,0.86,1,198,High
746,2,4,4.99,45.5,76.9,0,0,0,56.7,54.7,2,12.3,1,1,21.6,1,119,0.473,1,90,Medium
747,13,39,37.56,38.9,79.9,0,0,0,46.1,31.8,0,9.5,0,0,37.6,0,242,0.593,1,111,Medium
748,6,18,19.52,20.2,96.0,1,0,1,91.5,100.0,0,34.8,1,0,38.4,1,201,0.409,0,4,Medium
749,5,5,16.56,34.8,94.3,0,0,1,18.4,7.2,0,36.4,1,0,21.4,1,184,0.584,1,97,Medium
750,1,1,4.25,54.3,93.3,1,1,0,52.6,64.7,1,45.4,0,0,47.4,1,201,0.881,1,178,High
751,6,18,26.93,42.1,84.9,0,1,0,68.7,71.5,1,4.4,1,1,29.7,0,55,0.625,1,89,Medium
752,6,6,20.79,43.2,76.6,0,0,1,64.8,58.7,3,2.1,1,0,45.3,0,97,0.409,0,6,Medium
753,16,16,29.8,29.8,88.8,0,0,0,33.8,18.7,2,13.8,1,0,34.1,0,161,0.43,0,1,Medium
754,4,4,16.22,23.4,48.4,0,0,1,60.7,50.0,4,26.7,0,0,54.8,0,161,0.632,1,80,Medium
755,11,33,10.8,42.3,43.3,0,1,0,73.8,87.0,2,11.7,1,0,27.4,0,295,0.567,1,97,Medium
756,9,9,14.89,51.2,48.4,0,0,1,62.6,79.9,0,24.3,1,0,22.0,0,181,0.468,1,89,Medium
757,3,9,12.36,4.2,52.4,0,1,1,71.6,82.0,1,25.3,1,0,54.3,0,270,0.515,1,93,Medium
758,19,19,33.21,21.6,85.8,1,0,1,33.0,32.6,1,7.6,1,0,28.5,2,237,0.69,1,159,Medium
759,8,16,12.93,44.0,59.1,0,2,0,85.0,95.4,1,10.5,1,1,42.2,1,108,0.844,1,182,High
760,5,5,6.56,21.2,58.9,2,1,0,50.5,55.2,1,3.3,1,0,33.1,0,175,0.945,1,193,High
761,4,4,15.91,36.5,59.5,2,0,2,98.9,89.9,1,5.4,0,1,42.4,3,262,0.98,1,224,High
762,6,18,15.9,23.5,72.9,1,1,1,12.1,0.0,0,6.4,1,0,40.9,3,282,0.98,1,230,High
763,2,6,6.59,28.8,82.7,0,0,1,44.2,39.5,2,4.3,1,1,44.8,0,172,0.534,1,98,Medium
764,11,11,18.53,12.3,73.9,2,0,1,26.2,16.7,0,13.5,1,0,20.6,1,84,0.781,1,187,High
765,4,8,14.42,24.2,90.9,0,0,0,60.0,61.9,0,4.2,1,0,49.3,2,184,0.478,1,108,Medium
766,15,15,54.18,63.9,81.3,0,0,2,31.9,56.0,1,21.3,1,0,36.8,0,275,0.681,1,92,Medium
767,6,6,11.74,42.3,55.1,0,0,2,76.4,80.6,1,26.7,1,0,38.2,0,229,0.431,0,3,Medium
768,17,34,39.43,47.0,92.7,3,0,1,89.4,100.0,0,24.4,0,1,34.4,0,92,0.98,1,205,High
769,6,18,9.46,50.0,57.2,0,0,3,29.0,29.0,1,17.0,1,0,54.6,0,207,0.709,1,84,High
770,19,19,83.85,15.1,94.8,2,0,0,24.5,22.0,1,1.0,0,0,48.1,3,151,0.936,1,253,High
771,2,6,6.38,67.5,90.8,0,0,1,88.8,66.1,0,19.5,1,1,30.9,2,158,0.669,1,137,Medium
772,15,45,63.87,40.2,51.5,2,0,3,42.5,52.1,1,20.7,1,0,47.4,0,49,0.943,1,186,High
773,11,22,21.15,3.3,62.8,2,0,0,49.1,39.3,0,6.3,0,1,35.3,2,286,0.98,1,209,High
774,8,16,29.54,37.4,62.0,3,0,0,29.9,17.0,2,17.8,1,0,50.5,0,175,0.894,1,187,High
775,19,57,69.04,25.5,67.6,0,1,1,48.3,33.1,0,14.7,1,1,21.1,0,93,0.75,1,120,High
776,13,13,43.67,49.7,60.6,2,0,0,30.8,36.1,1,9.4,1,0,32.4,0,141,0.849,1,172,High
777,12,36,52.47,57.8,62.0,3,0,2,69.9,61.2,3,14.7,1,0,35.0,0,18,0.904,1,206,High
778,5,5,11.28,33.6,95.1,0,0,0,54.9,79.6,2,24.2,1,0,46.0,0,200,0.276,0,7,Low
779,6,6,7.7,22.4,79.8,0,0,1,80.9,97.7,2,7.7,1,1,26.4,1,76,0.539,1,105,Medium
780,4,8,13.14,8.9,42.7,1,0,0,38.1,30.1,0,7.6,1,0,30.0,0,295,0.566,1,125,Medium
781,19,19,66.47,31.3,71.7,0,0,0,55.5,19.9,0,14.5,1,0,45.3,2,295,0.531,1,111,Medium
782,1,1,2.93,46.3,83.9,1,0,2,33.4,35.2,1,9.4,1,0,22.7,0,137,0.672,1,136,Medium
783,17,51,26.61,14.3,83.8,0,0,1,94.1,89.4,0,5.5,1,0,27.0,1,296,0.326,0,2,Low
784,12,24,32.0,30.9,71.3,0,0,0,57.0,70.3,3,20.9,1,0,46.4,2,242,0.485,1,102,Medium
785,15,15,29.33,77.2,79.1,0,0,0,25.6,25.8,0,14.9,0,1,50.6,0,197,0.781,1,130,High
786,1,1,2.38,15.1,51.9,0,0,1,34.5,51.8,0,2.5,1,0,45.5,1,145,0.493,1,88,Medium
787,14,28,44.62,61.7,49.9,0,0,2,17.5,24.9,1,18.6,1,0,38.4,1,171,0.729,1,124,High
788,6,18,21.34,22.2,71.6,2,0,1,12.5,0.0,2,17.5,1,1,23.5,0,200,0.903,1,197,High
789,5,10,8.3,22.2,81.2,0,0,1,57.3,46.1,0,13.7,1,1,49.0,0,249,0.531,1,63,Medium
790,11,22,25.3,40.1,74.6,2,0,0,40.3,33.5,3,10.1,0,0,24.3,1,163,0.973,1,211,High
791,4,4,7.18,8.9,73.8,1,3,2,96.7,94.2,1,9.6,1,0,33.5,0,57,0.935,1,156,High
792,13,13,19.95,36.7,71.3,0,0,1,25.4,21.4,2,17.1,1,1,21.8,0,18,0.63,1,122,Medium
793,11,33,40.68,12.7,89.3,0,0,1,81.5,92.3,1,4.6,1,0,44.8,1,212,0.319,0,3,Low
794,3,3,12.49,10.0,39.2,0,0,1,38.4,45.9,2,15.4,1,0,37.6,3,292,0.55,1,148,Medium
795,1,1,2.17,63.4,74.1,0,0,1,30.1,23.8,0,17.4,1,0,51.8,0,20,0.608,1,99,Medium
796,6,12,21.48,20.2,36.4,0,0,2,97.3,100.0,2,20.5,1,0,24.9,1,164,0.478,1,98,Medium
797,18,18,74.14,29.4,86.4,0,0,1,82.2,64.6,1,7.5,1,1,48.7,3,286,0.6,1,143,Medium
798,10,30,39.31,70.6,84.2,3,0,2,66.8,77.3,0,8.5,1,0,37.9,0,178,0.858,1,190,High
799,5,10,7.38,38.2,95.3,0,0,1,72.7,85.7,0,16.8,1,0,32.8,1,192,0.372,0,1,Low
800,10,30,43.38,48.5,77.3,1,0,1,99.2,100.0,2,7.4,0,1,42.5,0,72,0.78,1,153,High
801,12,24,26.32,30.0,67.2,3,0,2,63.4,71.3,0,4.7,1,1,47.7,2,213,0.98,1,236,High
802,2,2,4.11,47.2,30.2,2,0,0,19.2,29.1,0,10.7,0,0,35.4,0,101,0.98,1,178,High
803,13,26,13.4,12.0,73.8,2,1,1,15.8,31.5,0,30.7,0,0,28.1,0,193,0.98,1,184,High
804,8,16,20.79,33.7,79.3,2,0,1,70.0,81.1,0,12.5,1,1,52.1,1,92,0.877,1,195,High
805,2,2,2.41,32.5,62.9,0,0,3,69.2,87.3,1,3.0,1,0,31.0,2,61,0.623,1,121,Medium
806,1,1,1.72,20.5,59.3,2,0,0,77.3,53.7,0,13.5,1,0,54.9,0,148,0.694,1,162,Medium
807,5,15,9.86,34.9,88.4,3,0,0,19.8,21.8,0,10.2,1,0,46.9,1,167,0.811,1,208,High
808,9,27,34.13,32.4,44.8,0,0,0,95.0,94.3,0,5.8,1,1,44.1,3,283,0.613,1,140,Medium
809,17,17,68.67,24.9,80.5,0,0,0,59.6,61.9,1,8.6,1,1,20.4,2,129,0.505,1,110,Medium
810,9,9,17.27,7.2,70.3,0,0,0,68.5,82.0,1,26.6,1,0,35.7,1,67,0.347,0,0,Low
811,11,11,43.75,41.2,94.3,0,1,1,13.1,15.0,0,6.1,1,1,37.6,3,256,0.865,1,180,High
812,15,30,59.58,17.6,83.3,0,0,2,96.5,97.8,1,28.5,1,1,33.2,2,81,0.582,1,127,Medium
813,6,12,21.78,18.1,65.3,1,0,1,60.6,67.6,0,12.0,0,1,25.2,1,197,0.841,1,163,High
814,3,6,4.03,20.0,77.0,1,2,0,60.7,38.1,2,9.5,0,1,32.9,2,245,0.98,1,192,High
815,17,17,57.02,45.3,90.2,0,0,2,94.9,100.0,0,9.9,1,1,22.6,2,299,0.549,1,126,Medium
816,5,15,21.48,54.5,56.6,0,0,1,93.6,92.0,2,10.3,1,0,30.2,1,177,0.55,1,93,Medium
817,12,12,39.9,16.6,61.6,1,1,0,29.8,52.0,0,27.8,1,0,22.9,1,118,0.781,1,174,High
818,18,36,36.49,36.8,63.7,0,0,0,93.8,81.0,1,2.4,1,1,46.3,0,177,0.422,0,4,Medium
819,14,28,37.13,16.1,92.9,0,0,2,76.3,62.6,0,9.5,1,1,43.5,0,285,0.4,0,4,Low
820,11,11,35.08,22.5,59.5,1,1,1,11.7,8.3,0,10.2,0,1,52.9,1,43,0.98,1,180,High
821,9,9,24.2,7.2,88.9,0,1,1,31.6,32.1,1,17.3,0,0,33.3,1,89,0.697,1,122,Medium
822,2,4,2.49,5.1,73.6,0,0,0,47.2,39.6,2,11.6,1,0,47.5,1,126,0.404,0,3,Medium
823,12,24,23.46,34.6,62.7,0,0,2,62.5,50.4,0,12.3,1,0,40.6,3,262,0.701,1,147,High
824,3,6,11.31,18.0,73.2,1,0,0,73.1,78.7,1,29.3,1,1,42.6,0,260,0.568,1,119,Medium
825,3,3,11.96,23.1,31.9,1,1,2,28.9,50.6,0,12.4,1,0,39.2,0,72,0.901,1,150,High
